0	Map	CustomClientGroup	ClientGroupID	Dim	ClientGroup
0	Map	CustomClientGroup	SourceSystemClientID	dbo	PersonFact
0	Dim	AgeMonth	AgeID	Dim	Age
0	dbo	AddressFact	AddressTypeID	Dim	AddressType
0	dbo	AddressFact	HouseTypeID	Dim	HouseType
0	dbo	AddressFact	PostalCodeID	Dim	PostalCode
0	dbo	AddressFact	SourceSystemClientID	dbo	PersonFact
0	dbo	AssessmentContactFact	CommunityServiceLocationID	Dim	CommunityServiceLocation
0	dbo	AssessmentContactFact	ContactTypeID	Dim	ContactType
0	dbo	AssessmentContactFact	SourceAssessmentID	dbo	AssessmentHeaderFact
0	dbo	CaseNoteContactFact	ContactTypeID	Dim	ContactType
0	dbo	CaseNoteContactFact	SourceCaseNoteHeaderID	dbo	CaseNoteHeaderFact
0	dbo	CDLabReportFact	SourceAssessmentID	dbo	AssessmentHeaderFact
0	dbo	CDLabReportFact	SourceAssessmentID	dbo	CDPreviousTestResultFact
0	dbo	CDPublicHealthMeasureFact	SourceAssessmentID	dbo	AssessmentHeaderFact
0	dbo	CDPublicHealthMeasureFact	SourceAssessmentID	dbo	CDPreviousTestResultFact
0	dbo	ClientGPFact	SourceSystemClientID	dbo	PersonFact
0	dbo	CubeSource	AssessmentTypeID	Dim	AssessmentType
0	dbo	CubeSource	DischargeDispositionID	Dim	DischargeDisposition
0	dbo	CubeSource	ReasonEndingServiceID	Dim	ReasonEndingService
0	dbo	CubeSource	ReferralPriorityID	Dim	ReferralPriority
0	dbo	CubeSource	ReferralSourceID	Dim	ReferralSource
0	dbo	CubeSource	ReferralSourceLookupID	Dim	ReferralSourceLookup
0	dbo	CubeSource	SourceAssessmentID	dbo	AssessmentHeaderFact
0	dbo	CubeSource	SourceCaseNoteHeaderID	dbo	CaseNoteHeaderFact
0	dbo	CurrentLocationFact	LHAID	Dim	LHA
0	dbo	CurrentLocationFact	LocalReportingOfficeID	Dim	LocalReportingOffice
0	dbo	CurrentLocationFact	LocationTypeID	Dim	LocationType
0	dbo	CurrentLocationFact	PostalCodeID	Dim	PostalCode
0	dbo	CurrentLocationFact	ProviderID	Dim	Provider
0	dbo	CurrentLocationFact	ProvinceID	Dim	Province
0	dbo	CurrentLocationFact	SourceSystemClientID	dbo	PersonFact
0	dbo	HCRSAssessmentFact	LocalReportingOfficeID	Dim	LocalReportingOffice
0	dbo	HCRSAssessmentFact	ReferralReasonID	Dim	ReferralReason
0	dbo	HCRSAssessmentFact	SourceReferralID	dbo	ReferralFact
0	dbo	HCRSAssessmentFact	SourceSystemClientID	dbo	PersonFact
0	dbo	HCRSRAIHighRiskSummary	GenderID	Dim	Gender
0	dbo	HomeSupportActivityFact	InterventionID	Dim	Intervention
0	dbo	HomeSupportActivityFact	InterventionTypeID	Dim	InterventionType
0	dbo	HomeSupportActivityFact	LocalReportingOfficeID	Dim	LocalReportingOffice
0	dbo	HomeSupportActivityFact	ProviderID	Dim	Provider
0	dbo	HomeSupportActivityFact	SourceInterventionID	dbo	InterventionFact
0	dbo	HomeSupportActivityFact	SourceReferralID	dbo	ReferralFact
0	dbo	HomeSupportActivityFact	SourceSystemClientID	dbo	PersonFact
0	dbo	HoNOSFact	SourceAssessmentID	dbo	AssessmentHeaderFact
0	dbo	ImmAdverseEventFact	SourceSystemClientID	dbo	PersonFact
0	dbo	ImmunizationAlertFact	AntigenID	Dim	Antigen
0	dbo	ImmunizationAlertFact	ImmAlertID	Dim	ImmAlert
0	dbo	ImmunizationAlertFact	ImmCategoryID	Dim	ImmCategory
0	dbo	ImmunizationAlertFact	SourceSystemClientID	dbo	PersonFact
0	dbo	ImmunizationHistoryFact	AntigenID	Dim	Antigen
0	dbo	ImmunizationHistoryFact	CommunityServiceLocationID	Dim	CommunityServiceLocation
0	dbo	ImmunizationHistoryFact	LocalReportingOfficeID	Dim	LocalReportingOffice
0	dbo	ImmunizationHistoryFact	SourceSystemClientID	dbo	PersonFact
0	dbo	InvolvedProfessionFact	ServiceProviderCategoryCodeID	Dim	ServiceProviderCategoryLookup
0	dbo	InvolvedProfessionFact	SourceReferralID	dbo	ReferralFact
0	dbo	SchoolHistoryFact	CommunityServiceLocationID	Dim	CommunityServiceLocation
0	dbo	SchoolHistoryFact	SourceSystemClientID	dbo	PersonFact
0	dbo	ScreeningResultFact	CommunityServiceLocationID	Dim	CommunityServiceLocation
0	dbo	ScreeningResultFact	LocalReportingOfficeID	Dim	LocalReportingOffice
0	dbo	ScreeningResultFact	ScreeningEventID	Dim	ScreeningEvent
0	dbo	ScreeningResultFact	ScreeningEventResultID	Dim	ScreeningEventResult
0	dbo	ScreeningResultFact	SourceReferralID	dbo	ReferralFact
0	dbo	ScreeningResultFact	SourceSystemClientID	dbo	PersonFact
0	dbo	SubstanceUseFact	MethodOfSubstanceIntakeID	Dim	MethodOfSubstanceIntake
0	dbo	SubstanceUseFact	SourceAssessmentID	dbo	AssessmentHeaderFact
0	dbo	SubstanceUseFact	SubstanceUseCodeID	Dim	SubstanceUseLookup
0	dbo	WaitlistClientOfferFact	SourceWaitlistEntryID	dbo	WaitlistEntryFact
0	dbo	WaitlistClientOfferFact	SourceWaitlistProviderOfferID	dbo	WaitlistProviderOfferFact
0	dbo	WaitlistClientOfferFact	WaitlistClientOfferStatusID	Dim	WaitlistClientOfferStatus
0	dbo	WaitlistClientOfferFact	WaitlistOfferOutcomeID	Dim	WaitlistOfferOutcome
0	dbo	WaitlistClientOfferFact	WaitlistReasonNotOfferedID	Dim	WaitlistReasonNotOffered
0	dbo	WaitlistClientOfferFact	WaitlistReasonRejectedID	Dim	WaitlistReasonRejected
0	dbo	WaitTimeFact	AgeID	Dim	Age
0	dbo	WaitTimeFact	CommunityLHAID	Dim	CommunityLHA
0	dbo	WaitTimeFact	GenderID	Dim	Gender
0	dbo	WaitTimeFact	LocalReportingOfficeID	Dim	LocalReportingOffice
0	dbo	WaitTimeFact	SourceSystemClientID	dbo	PersonFact
0	dbo	WeightGrowthFact	LocalReportingOfficeID	Dim	LocalReportingOffice
0	dbo	WeightGrowthFact	SourceSystemClientID	dbo	PersonFact
0	dbo	YouthClinicActivityFact	CommunityServiceLocationID	Dim	CommunityServiceLocation
0	dbo	YouthClinicActivityFact	ServiceProviderCategoryCodeID	Dim	ServiceProviderCategoryLookup
0	dbo	YouthClinicActivityFact	SourceAssessmentID	dbo	AssessmentHeaderFact
0	dbo	YouthClinicActivityFact	SourceAssessmentID	dbo	CDPreviousTestResultFact
