
Active Connections

  Proto  Local Address          Foreign Address        State
  TCP    10.21.251.1:52401      vchdc1:1025            ESTABLISHED
  TCP    10.21.251.1:52403      10.251.216.37:29941    ESTABLISHED
  TCP    10.21.251.1:52456      pf-in-f188:https       ESTABLISHED
  TCP    10.21.251.1:62222      vchocsfep1:5061        ESTABLISHED
  TCP    10.21.251.1:62805      142.71.81.5:microsoft-ds  ESTABLISHED
  TCP    10.21.251.1:62863      spdc0009:microsoft-ds  ESTABLISHED
  TCP    10.21.251.1:62896      142.71.81.1:microsoft-ds  ESTABLISHED
  TCP    10.21.251.1:62975      sjc1-accesspoint-a87:https  ESTABLISHED
  TCP    10.21.251.1:63247      stdbdecsup01:ms-sql-s  ESTABLISHED
  TCP    10.21.251.1:63263      stdbdecsup01:microsoft-ds  ESTABLISHED
  TCP    10.21.251.1:63319      stdbdecsup01:ms-sql-s  ESTABLISHED
  TCP    10.21.251.1:63345      stdbdecsup01:ms-sql-s  ESTABLISHED
  TCP    10.21.251.1:63610      spprt008:63969         ESTABLISHED
  TCP    10.21.251.1:63633      stdbdecsup01:ms-sql-s  ESTABLISHED
  TCP    127.0.0.1:4370         PC030107:0             LISTENING
  TCP    127.0.0.1:4371         PC030107:0             LISTENING
  TCP    127.0.0.1:4380         PC030107:0             LISTENING
  TCP    127.0.0.1:4381         PC030107:0             LISTENING
  TCP    127.0.0.1:24801        PC030107:0             LISTENING
  TCP    127.0.0.1:50475        PC030107:0             LISTENING
  TCP    127.0.0.1:62752        PC030107:0             LISTENING
  TCP    127.0.0.1:62920        PC030107:0             LISTENING
  TCP    [::]:80                PC030107:0             LISTENING
  TCP    [::]:135               PC030107:0             LISTENING
  TCP    [::]:445               PC030107:0             LISTENING
  TCP    [::]:623               PC030107:0             LISTENING
  TCP    [::]:3389              PC030107:0             LISTENING
  TCP    [::]:5357              PC030107:0             LISTENING
  TCP    [::]:16992             PC030107:0             LISTENING
  TCP    [::]:49152             PC030107:0             LISTENING
  TCP    [::]:49153             PC030107:0             LISTENING
  TCP    [::]:49154             PC030107:0             LISTENING
  TCP    [::]:49155             PC030107:0             LISTENING
  TCP    [::]:49156             PC030107:0             LISTENING
  TCP    [::]:49157             PC030107:0             LISTENING
  TCP    [::]:49158             PC030107:0             LISTENING
  TCP    [::]:62700             PC030107:0             LISTENING
  TCP    [::]:62702             PC030107:0             LISTENING
  TCP    [::1]:49158            PC030107:51256         ESTABLISHED
  TCP    [::1]:49158            PC030107:51261         ESTABLISHED
  TCP    [::1]:49158            PC030107:51262         ESTABLISHED
  TCP    [::1]:49158            PC030107:51263         ESTABLISHED
  TCP    [::1]:49158            PC030107:52502         ESTABLISHED
  TCP    [::1]:49158            PC030107:63244         ESTABLISHED
  TCP    [::1]:51185            PC030107:49158         TIME_WAIT
  TCP    [::1]:51186            PC030107:49158         TIME_WAIT
  TCP    [::1]:51256            PC030107:49158         ESTABLISHED
  TCP    [::1]:51261            PC030107:49158         ESTABLISHED
  TCP    [::1]:51262            PC030107:49158         ESTABLISHED
  TCP    [::1]:51263            PC030107:49158         ESTABLISHED
  TCP    [::1]:52502            PC030107:49158         ESTABLISHED
  TCP    [::1]:62695            PC030107:0             LISTENING
  TCP    [::1]:62736            PC030107:62738         ESTABLISHED
  TCP    [::1]:62738            PC030107:62736         ESTABLISHED
  TCP    [::1]:63244            PC030107:49158         ESTABLISHED
  UDP    0.0.0.0:123            *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5355           *:*                    
  UDP    0.0.0.0:53563          *:*                    
  UDP    0.0.0.0:57621          *:*                    
  UDP    0.0.0.0:61521          *:*                    
  UDP    0.0.0.0:64595          *:*                    
  UDP    10.21.251.1:137        *:*                    
  UDP    10.21.251.1:138        *:*                    
  UDP    10.21.251.1:1900       *:*                    
  UDP    10.21.251.1:50445      *:*                    
  UDP    10.21.251.1:50447      *:*                    
  UDP    10.21.251.1:61201      *:*                    
  UDP    127.0.0.1:1900         *:*                    
  UDP    127.0.0.1:52424        *:*                    
  UDP    127.0.0.1:54814        *:*                    
  UDP    127.0.0.1:56188        *:*                    
  UDP    127.0.0.1:56192        *:*                    
  UDP    127.0.0.1:57337        *:*                    
  UDP    127.0.0.1:58495        *:*                    
  UDP    127.0.0.1:58503        *:*                    
  UDP    127.0.0.1:59239        *:*                    
  UDP    127.0.0.1:60059        *:*                    
  UDP    127.0.0.1:61202        *:*                    
  UDP    127.0.0.1:61595        *:*                    
  UDP    [::]:123               *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5355              *:*                    
  UDP    [::]:53564             *:*                    
  UDP    [::]:61522             *:*                    
  UDP    [::]:64596             *:*                    
  UDP    [::1]:1900             *:*                    
  UDP    [::1]:61200            *:*                    
  UDP    [fe80::b00b:317d:f7b5:b35c%11]:1900  *:*                    
  UDP    [fe80::b00b:317d:f7b5:b35c%11]:61199  *:*                    
